data,label,CCT_xc_distance,CCT_xc_count5,CCT_xc_count7,CCT_x4_distance,CCT_x4_count5,CCT_x4_count7,r50_xc_distance,r50_xc_count5,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_x4_distance,r50_x4_count5,r50_x4_count7
chest_hosp/train/0/CX-0-0187.jpeg_001,0,0.047927127089703925,3,5,0.48901760281786166,0,0,1.9926403522021783,1,1,0,0,0.18361711045402473,0,0
chest_hosp/train/0/CX-0-0188.jpeg_000,1,1.3913654261922037,5,7,0.1634228417215522,5,7,8.676874364010878e-06,5,7,5,3,0.016766459892889607,5,7
chest_hosp/train/0/CX-0-0188.jpeg_001,0,1.9930278299110649,0,0,0.9193710442229052,0,0,1.995055453104806,0,0,0,0,0.2516545925279675,0,0
chest_hosp/train/0/CX-0-0189.jpeg_000,1,1.3729970243417395,5,7,0.19558352917860744,5,7,6.7677067894234e-07,5,7,5,3,0.016790614146457328,5,7
chest_hosp/train/0/CX-0-0189.jpeg_001,0,1.9904886014531864,0,0,0.9707191883746533,0,0,1.994752770774424,0,0,0,0,0.24861823210412315,0,0
chest_hosp/train/0/CX-0-0190.jpeg_000,1,1.2623230885335899,5,7,0.2747993382354015,5,7,2.2318623774664204e-06,5,7,5,3,0.031725306065439995,5,7
chest_hosp/train/0/CX-0-0190.jpeg_001,0,1.9677033993600337,0,0,0.7740483961957194,0,0,1.994849447087847,0,0,0,0,0.25592043713877144,0,0
chest_hosp/train/0/CX-0-0191.jpeg_000,1,0.40824391732661525,2,2,0.3405755387789451,5,7,5.497930076758806e-07,5,7,5,3,0.019191743385721494,5,7
chest_hosp/train/0/CX-0-0191.jpeg_001,0,0.006373850248817425,3,5,0.5307574006703305,0,0,1.9945240289609614,0,0,0,0,0.24256625883538407,0,0
chest_hosp/train/0/CX-0-0192.jpeg_000,1,0.5097885799372157,1,1,0.259612030518135,5,5,3.2446570541466713e-07,5,7,5,3,0.04742306352167358,5,7
chest_hosp/train/0/CX-0-0192.jpeg_001,0,3.150160648313083e-05,4,6,0.34012071262375276,0,2,1.994716095632755,0,0,0,0,0.22209272432084182,0,0
chest_hosp/train/0/CX-0-0193.jpeg_000,1,0.19282596789926143,3,4,0.09706832914871821,5,7,8.793045332633476e-06,5,7,5,3,0.009986380094482716,5,7
chest_hosp/train/0/CX-0-0193.jpeg_001,0,0.08653602771581625,2,3,0.5512960920590428,0,0,1.9950582132744148,0,0,0,0,0.23272014095264193,0,0
chest_hosp/train/0/CX-0-0194.jpeg_000,1,1.1800882276875841,4,5,0.1604684626049685,5,7,4.599138273997383e-06,5,7,5,3,0.01836542974159161,5,7
chest_hosp/train/0/CX-0-0194.jpeg_001,0,1.9430232718557499,1,2,0.7791662797857509,0,0,1.994942292004013,0,0,0,0,0.2461799235893044,0,0
chest_hosp/train/0/CX-0-0195.jpeg_000,1,0.493584194289556,0,0,0.17864945189108217,5,7,7.141575825375668e-06,5,7,5,3,0.022169084501663217,5,7
chest_hosp/train/0/CX-0-0195.jpeg_001,0,5.7816301308299956e-05,5,7,0.4299346698119668,0,0,1.9950169934277584,0,0,0,0,0.22486066495546142,0,0
chest_hosp/train/0/CX-0-0196.jpeg_000,1,1.4048724555932584,5,7,0.2742864433945691,5,7,1.8980546606650606e-06,5,7,5,3,0.027854387149321758,5,7
chest_hosp/train/0/CX-0-0196.jpeg_001,0,1.9946558388376192,0,0,1.0375502659935596,0,0,1.9948327702517223,0,0,0,0,0.23362117736539678,0,0
chest_hosp/train/0/CX-0-0197.jpeg_000,1,0.023881946334972537,5,6,0.3258302557318431,5,7,4.2715006803861755e-06,5,7,5,3,0.05018890410412902,5,7
chest_hosp/train/0/CX-0-0197.jpeg_001,0,0.703254382990397,0,1,0.6536482761250372,0,0,1.9949312341849446,0,0,0,0,0.2010234980624529,0,0
chest_hosp/train/0/CX-0-0198.jpeg_000,1,1.2460325981630744,4,6,0.12591952071249723,5,7,8.195609594308095e-07,5,7,5,3,0.015105858239150782,5,7
chest_hosp/train/0/CX-0-0198.jpeg_001,0,1.963320117031873,1,1,0.7971330264364775,0,0,1.994764720105433,0,0,0,0,0.2349589381084487,0,0
chest_hosp/train/0/CX-0-0199.jpeg_000,1,1.1364724264754282,4,6,0.20313282386492137,5,7,4.86806675414897e-07,5,7,5,3,0.052555202240723964,5,7
chest_hosp/train/0/CX-0-0199.jpeg_001,0,1.9274093123313518,1,1,0.7548219200015407,0,0,1.9945304953799354,0,0,0,0,0.24878530367904317,0,0
chest_hosp/train/0/CX-0-0200.jpeg_000,1,0.5278811368526877,3,4,0.167046073449301,5,7,1.2856255833471053e-05,5,7,5,3,0.02650299903206621,5,7
chest_hosp/train/0/CX-0-0200.jpeg_001,0,1.5301976890527804,2,3,0.6298107459639959,0,0,1.9940956386474087,0,0,0,0,0.21945054869091196,0,0
chest_hosp/train/0/CX-0-0201.jpeg_000,1,0.03131782951087214,3,5,0.08898410397936851,5,7,2.0040855050806883e-05,5,7,5,3,0.02044286527596073,5,7
chest_hosp/train/0/CX-0-0201.jpeg_001,0,0.3030046610448677,2,2,0.6474924515943632,0,0,1.995268173661684,0,0,0,0,0.24566485233862922,0,0
chest_hosp/train/0/CX-0-0202.jpeg_000,1,0.3513641442554404,4,5,0.1579585889011812,5,7,5.067601113184494e-07,5,7,5,3,0.021809434208605705,5,7
chest_hosp/train/0/CX-0-0202.jpeg_001,0,0.017159709995524852,1,2,0.47877751655151735,0,0,1.994528404270136,0,0,0,0,0.23803083457957086,0,0
chest_hosp/train/0/CX-0-0203.jpeg_000,1,1.3103791733823524,5,7,0.12934374514911884,5,7,1.985431427486972e-06,5,7,5,3,0.026862161413914842,5,7
chest_hosp/train/0/CX-0-0203.jpeg_001,0,1.9791265029179574,0,0,0.8016463018641237,0,0,1.9944249205251277,0,0,0,0,0.239512269761601,0,0
chest_hosp/train/0/CX-0-0204.jpeg_000,1,0.4577348412952399,3,3,0.10092470297497469,5,7,6.083148435087615e-06,5,7,5,3,0.019234256847285414,5,7
chest_hosp/train/0/CX-0-0204.jpeg_001,0,0.0013968144551337325,2,4,0.4493966268545144,0,0,1.9949879085775288,0,0,0,0,0.22968097939286602,0,0
chest_hosp/train/0/CX-0-0205.jpeg_000,1,0.22254715452271934,2,3,0.1905010209833271,5,7,1.735808682523654e-05,5,7,5,3,0.03807789348400814,5,7
chest_hosp/train/0/CX-0-0205.jpeg_001,0,0.06779418481369937,3,4,0.6135298089511809,0,0,1.9952254246864287,0,0,0,0,0.26226373309302786,0,0
chest_hosp/train/0/CX-0-0206.jpeg_000,1,1.3181558675475913,5,7,0.1447789578887856,5,7,7.039641593320489e-06,5,7,5,3,0.026608188104340846,5,7
chest_hosp/train/0/CX-0-0206.jpeg_001,0,1.980758622887564,0,0,0.8270237165193883,0,0,1.9950142941687679,0,0,0,0,0.2527484093944482,0,0
chest_hosp/train/0/CX-0-0207.jpeg_000,1,0.04877456130679625,3,5,0.17813816149408235,5,7,2.2032762712953513e-05,5,7,5,3,0.028110556741302806,5,7
chest_hosp/train/0/CX-0-0207.jpeg_001,0,0.7948102117105581,2,2,0.6902267966898645,0,0,1.9952979738904244,0,0,0,0,0.25804610282114493,0,0
chest_hosp/train/0/CX-0-0208.jpeg_000,1,0.37691959517393225,2,3,0.22242719388622378,5,7,3.1141721594796223e-06,5,7,5,3,0.021517874260475356,5,7
chest_hosp/train/0/CX-0-0208.jpeg_001,0,0.011591197958691346,3,4,0.5572228353062715,0,0,1.9948881875370863,0,0,0,0,0.24089509335936377,0,0
chest_hosp/train/0/CX-0-0209.jpeg_000,1,0.34308743352374704,3,4,0.12138641765657565,5,7,1.422830615105397e-06,5,7,5,3,0.03418447038478645,5,7
chest_hosp/train/0/CX-0-0209.jpeg_001,0,0.01923368298973427,2,3,0.5576109355433287,0,0,1.9944571190750282,0,0,0,0,0.22963171785475855,0,0
chest_hosp/train/0/CX-0-0210.jpeg_000,1,0.5045202693974404,0,0,0.34573789830511625,5,7,2.2367862425598517e-06,5,7,5,3,0.04383996015150737,5,7
chest_hosp/train/0/CX-0-0210.jpeg_001,0,1.7723591285712104e-06,5,7,0.47126664770193716,0,0,1.9948496831875193,0,0,0,0,0.23364020245777983,0,0
chest_hosp/train/0/CX-0-0211.jpeg_000,1,0.40533303073570837,2,2,0.16590648490789495,5,7,7.354517347568645e-06,5,7,5,3,0.019175801749651722,5,7
chest_hosp/train/0/CX-0-0211.jpeg_001,0,0.00678793858860538,3,5,0.5425524140687248,0,0,1.9950225684317182,0,0,0,0,0.2291265302885045,0,0
chest_hosp/train/0/CX-0-0212.jpeg_000,1,0.2828915037989864,2,3,0.12793720004671072,5,7,7.303015494675158e-06,5,7,5,3,0.016496885614964207,5,7
chest_hosp/train/0/CX-0-0212.jpeg_001,0,0.03877200183616847,3,4,0.60725569582151,0,0,1.9950212278305117,0,0,0,0,0.2205737519789157,0,0
chest_hosp/train/0/CX-0-0213.jpeg_000,1,0.4399189579251651,1,1,0.17301052546363482,5,7,8.326692011006998e-06,5,7,5,3,0.030346976579837537,5,7
chest_hosp/train/0/CX-0-0213.jpeg_001,0,0.0027525835997116443,4,6,0.5247371123542635,0,0,1.9950470144415906,0,0,0,0,0.22668752305444062,0,0
chest_hosp/train/0/CX-0-0214.jpeg_000,1,1.3840742854350476,5,7,0.2598876567818551,5,7,3.577379725028251e-05,5,7,5,3,0.026623227546057948,5,7
chest_hosp/train/0/CX-0-0214.jpeg_001,0,1.992064353940922,0,0,1.0164592543775748,0,0,1.9937223275637475,0,0,0,0,0.24046323293757077,0,0
chest_hosp/train/0/CX-0-0215.jpeg_000,1,0.9381338699213546,4,6,0.17175838289170287,4,6,1.2700402804988187e-06,5,7,5,3,0.02237563762629735,5,7
chest_hosp/train/0/CX-0-0215.jpeg_001,0,1.8352684779092066,1,1,0.721366800236677,1,1,1.9947967064090988,0,0,0,0,0.23606586433129184,0,0
chest_hosp/train/0/CX-0-0216.jpeg_000,1,1.2951934166424772,5,7,0.10776514703398998,5,7,6.761704431701432e-06,5,7,5,3,0.011485751445082237,5,7
chest_hosp/train/0/CX-0-0216.jpeg_001,0,1.9757637477063084,0,0,0.8069022960061286,0,0,1.9950068295599213,0,0,0,0,0.23702131975577967,0,0
chest_hosp/train/0/CX-0-0217.jpeg_000,1,0.48226935706795915,2,2,0.25338511866860947,5,7,1.2636857641190602e-05,5,7,5,3,0.04724011984346099,5,7
chest_hosp/train/0/CX-0-0217.jpeg_001,0,0.0002862251684135897,3,5,0.41385798934164475,0,0,1.9951406504071354,0,0,0,0,0.19688093022654507,0,0
chest_hosp/train/0/CX-0-0218.jpeg_000,1,0.5176778169333289,0,0,0.22572061247542952,5,7,5.687038683199752e-06,5,7,5,3,0.02835876007578053,5,7
chest_hosp/train/0/CX-0-0218.jpeg_001,0,0.0001439205164128765,5,7,0.4332764417152316,0,0,1.9949763550379211,0,0,0,0,0.2472241463302315,0,0
chest_hosp/train/0/CX-0-0219.jpeg_000,1,0.8465594863923814,4,5,0.13331776572168685,5,7,2.455039649562618e-05,5,7,5,3,0.02304403185610937,5,7
chest_hosp/train/0/CX-0-0219.jpeg_001,0,1.7811324113148927,1,2,0.6463216675925203,0,0,1.9938836552745758,0,0,0,0,0.21759471167209787,0,0
chest_hosp/train/0/CX-0-0220.jpeg_000,1,1.3971906170953432,5,7,0.30302756881768556,5,7,1.6799726550775773e-05,5,7,5,3,0.02830988734314621,5,7
chest_hosp/train/0/CX-0-0220.jpeg_001,0,1.9937550819409244,0,0,1.0853476033553493,0,0,1.994016626977107,0,0,0,0,0.24581089019364932,0,0
chest_hosp/train/0/CX-0-0221.jpeg_000,1,1.295403754226602,5,7,0.2087107324439863,5,7,9.353306523740557e-06,5,7,5,3,0.02301223028409971,5,7
chest_hosp/train/0/CX-0-0221.jpeg_001,0,1.9758118999332437,0,0,0.862428099742971,0,0,1.9950712654250458,0,0,0,0,0.25381863872506205,0,0
chest_hosp/train/0/CX-0-0222.jpeg_000,1,0.23645952686433513,4,6,0.15880193059837788,5,7,7.07265428334658e-07,5,7,5,3,0.020343960101881442,5,7
chest_hosp/train/0/CX-0-0222.jpeg_001,0,0.06011684992213018,1,1,0.6439411911525229,0,0,1.994755422524635,0,0,0,0,0.22770144557084493,0,0
chest_hosp/train/0/CX-0-0223.jpeg_000,1,1.3686222668542742,5,7,0.13486722628498715,5,7,1.0295476849719876e-05,5,7,5,3,0.0162426217714865,5,7
chest_hosp/train/0/CX-0-0223.jpeg_001,0,1.9898294623696953,0,0,0.8886763538687057,0,0,1.9950923260361422,0,0,0,0,0.2341972052187511,0,0
chest_hosp/train/0/CX-0-0224.jpeg_000,1,1.259723769684368,5,7,0.10273602883288158,5,7,1.0227387667760546e-05,5,7,5,3,0.01927096732929734,5,7
chest_hosp/train/0/CX-0-0224.jpeg_001,0,1.9670210932935124,0,0,0.7532629284513961,0,0,1.9950908386867168,0,0,0,0,0.25317965805747156,0,0
chest_hosp/train/0/CX-0-0225.jpeg_000,1,1.3002841669701932,4,6,0.15930101560185972,5,7,1.1861658514411566e-05,5,7,5,3,0.014313791828916567,5,7
chest_hosp/train/0/CX-0-0225.jpeg_001,0,1.9769167847978637,1,1,0.826033523479861,0,0,1.9951252149836844,0,0,0,0,0.23576603644481553,0,0
chest_hosp/train/0/CX-0-0226.jpeg_000,1,1.3567773077110377,5,7,0.1143965196974206,5,7,3.10640149825403e-07,5,7,5,3,0.026647578095980284,5,7
chest_hosp/train/0/CX-0-0226.jpeg_001,0,1.9879413578581397,0,0,0.7889075491990154,0,0,1.9945512089734319,0,0,0,0,0.2259828141767014,0,0
chest_hosp/train/0/CX-0-0227.jpeg_000,1,0.003595566260124694,1,3,0.17627791686460048,5,7,1.1998988129757748e-06,5,7,5,3,0.024418885138512647,5,7
chest_hosp/train/0/CX-0-0227.jpeg_001,0,0.5781871684031363,4,4,0.6916991320511708,0,0,1.9944715963148796,0,0,0,0,0.24185946462669206,0,0
chest_hosp/train/0/CX-0-0228.jpeg_000,1,0.5256700291006839,0,0,0.32121498884437805,2,4,2.7896007738226203e-06,5,7,5,3,0.05276798249798975,5,7
chest_hosp/train/0/CX-0-0228.jpeg_001,0,0.0003397249808205771,5,7,0.284203881018567,3,3,1.9948746841561689,0,0,0,0,0.257652562733082,0,0
chest_hosp/train/0/CX-0-0229.jpeg_000,1,0.5083474513645636,1,1,0.23253385219546152,5,7,2.595447231257264e-05,5,7,5,3,0.04522971370980933,5,7
chest_hosp/train/0/CX-0-0229.jpeg_001,0,1.9739769190452172e-05,4,6,0.4498062106740883,0,0,1.9953526955065637,0,0,0,0,0.2549691670886802,0,0
chest_hosp/train/0/CX-0-0230.jpeg_000,1,1.3285347047381149,5,7,0.28427067507175907,5,7,9.354136428552096e-06,5,7,5,3,0.02226703437804667,5,7
chest_hosp/train/0/CX-0-0230.jpeg_001,0,1.9828408282804326,0,0,0.8868789750067929,0,0,1.9950712844519685,0,0,0,0,0.23139516182157005,0,0
chest_hosp/train/0/CX-0-0231.jpeg_000,1,0.5210393011515358,1,1,0.20810271063747932,5,7,1.2530571236180066e-07,5,7,5,3,0.03656943187367989,5,7
chest_hosp/train/0/CX-0-0231.jpeg_001,0,0.00021629937952427625,4,6,0.4694617213322385,0,0,1.9946847418256066,0,0,0,0,0.25407662078765925,0,0
chest_hosp/train/0/CX-0-0232.jpeg_000,1,1.3828950342012358,5,7,0.2557797630064418,5,7,1.3347527370033418e-06,5,7,5,3,0.02919523468712737,5,7
chest_hosp/train/0/CX-0-0232.jpeg_001,0,1.9919030027266116,0,0,1.0495890310310951,0,0,1.9948007909042822,0,0,0,0,0.24957769745214908,0,0
chest_hosp/train/0/CX-0-0233.jpeg_000,1,0.557970293730133,3,4,0.25430082258311715,5,7,1.82284760229523e-05,5,7,5,3,0.03952062966214265,5,7
chest_hosp/train/0/CX-0-0233.jpeg_001,0,1.558574631944512,2,3,0.7234110779959606,0,0,1.9952396560016001,0,0,0,0,0.23688413591946877,0,0
chest_hosp/train/0/CX-0-0234.jpeg_000,1,0.5114974837435771,1,1,0.21706846941512625,4,6,8.72462207512914e-06,5,7,5,3,0.04628997806334767,5,7
chest_hosp/train/0/CX-0-0234.jpeg_001,0,4.8975320818045454e-05,4,6,0.380238532303828,1,1,1.9941921957606725,0,0,0,0,0.2088355556368814,0,0
chest_hosp/train/0/CX-0-0235.jpeg_000,1,1.3699707317898804,5,7,0.1845897083262279,5,7,5.594404975939327e-07,5,7,5,3,0.02517366105955854,5,7
chest_hosp/train/0/CX-0-0235.jpeg_001,0,1.99003484331891,0,0,0.9894103582761293,0,0,1.9947419567657367,0,0,0,0,0.23623562889323213,0,0
chest_hosp/train/0/CX-0-0236.jpeg_000,1,0.024120579828763145,4,6,0.1785805673048373,5,7,6.079053605612117e-06,5,7,5,3,0.02115690431303041,5,7
chest_hosp/train/0/CX-0-0236.jpeg_001,0,0.3254519099250788,1,1,0.5437652099256446,0,0,1.994987791165507,0,0,0,0,0.21356038759876994,0,0
chest_hosp/train/0/CX-0-0237.jpeg_000,1,0.14864265532627563,2,4,0.2310422522611416,5,7,9.115944944515508e-05,5,7,5,3,0.06482447129897284,5,7
chest_hosp/train/0/CX-0-0237.jpeg_001,0,0.1216025201763139,3,3,0.5024369555984215,0,0,1.9931453875865204,0,0,0,0,0.23841218314121082,0,0
chest_hosp/train/0/CX-0-0238.jpeg_000,1,1.3793102789217182,4,6,0.27405463549712006,5,7,4.6547490595294505e-07,5,7,5,3,0.013668756451431507,5,7
chest_hosp/train/0/CX-0-0238.jpeg_001,0,1.9914031300447907,1,1,1.0684901868230945,0,0,1.9947324368301098,0,0,0,0,0.23832616706191168,0,0
chest_hosp/train/0/CX-0-0239.jpeg_000,1,1.2726056457364008,5,7,0.10176151415418144,5,7,8.011972107979659e-07,5,7,5,3,0.019496605692833402,5,7
chest_hosp/train/0/CX-0-0239.jpeg_001,0,1.9703384178461247,0,0,0.762378188887799,0,0,1.9947632459082665,0,0,0,0,0.22227985553165308,0,0
chest_hosp/train/0/CX-0-0240.jpeg_000,1,1.41689839018097,5,7,0.17121085751976506,5,7,1.8321774760687859e-06,5,7,5,3,0.029828223970568057,5,7
chest_hosp/train/0/CX-0-0240.jpeg_001,0,1.995931185103319,0,0,0.8998250762745484,0,0,1.9944331899898846,0,0,0,0,0.2479301648589971,0,0
chest_hosp/train/0/CX-0-0241.jpeg_000,1,0.3418778513925951,2,3,0.12868971707469723,5,7,4.128645684109422e-06,5,7,5,3,0.012947365378555675,5,7
chest_hosp/train/0/CX-0-0241.jpeg_001,0,0.019548300599119606,3,4,0.5124738937074548,0,0,1.994926276383477,0,0,0,0,0.2389579430116634,0,0
chest_hosp/train/0/CX-0-0242.jpeg_000,1,1.4239690749908622,5,7,0.22709881396585252,5,7,1.13733291432494e-05,5,7,5,3,0.044253547296753126,5,7
chest_hosp/train/0/CX-0-0242.jpeg_001,0,1.9966032130237665,0,0,0.998610087092402,0,0,1.995115218399814,0,0,0,0,0.2560196664331291,0,0
chest_hosp/train/0/CX-0-0243.jpeg_000,1,1.3759870089546027,5,7,0.3924265171169894,4,6,3.691180885501133e-06,4,6,5,3,0.03486359132290673,5,7
chest_hosp/train/0/CX-0-0243.jpeg_001,0,1.9909271451571013,0,0,1.0979379854347044,1,1,1.994348279272478,1,1,0,0,0.22982229336103588,0,0
chest_hosp/train/0/CX-0-0244.jpeg_000,1,1.3719990165795337,5,7,0.2039627524028662,5,7,1.9931174211729186e-05,5,7,5,3,0.03727787068457422,5,7
chest_hosp/train/0/CX-0-0244.jpeg_001,0,1.9903400591124352,0,0,0.8379978367748212,0,0,1.9939600049800599,0,0,0,0,0.22835633784284892,0,0
chest_hosp/train/0/CX-0-0245.jpeg_000,1,0.5685155543706846,2,2,0.2925570115944297,5,7,8.297665411771682e-06,5,7,5,3,0.024977048844283978,5,7
chest_hosp/train/0/CX-0-0245.jpeg_001,0,0.002746528942025206,3,5,0.4848019847733166,0,0,1.9950463067396922,0,0,0,0,0.2401377456611471,0,0
chest_hosp/train/0/CX-0-0246.jpeg_000,1,1.0131706278564985,4,6,0.09238601231555021,5,7,1.1831753827795666e-06,5,7,5,3,0.013562703930814934,5,7
chest_hosp/train/0/CX-0-0246.jpeg_001,0,1.8741571474340484,1,1,0.676731256563786,0,0,1.99479105377653,0,0,0,0,0.24386157509202533,0,0
chest_hosp/train/0/CX-0-0247.jpeg_000,1,1.3724521105490202,5,7,0.1366897064225686,5,7,1.4921627722319641e-06,5,7,5,3,0.012590376704139206,5,7
chest_hosp/train/0/CX-0-0247.jpeg_001,0,1.990407631117527,0,0,0.8662560824137037,0,0,1.994452848264265,0,0,0,0,0.2294934527260274,0,0
chest_hosp/train/0/CX-0-0248.jpeg_000,1,0.5030576879711492,0,0,0.1866321805177562,5,7,1.7075590608151003e-07,5,7,5,3,0.03021328009275215,5,7
chest_hosp/train/0/CX-0-0248.jpeg_001,0,1.9628223490997243e-08,5,7,0.46051947408418425,0,0,1.9945724367225086,0,0,0,0,0.2409808566368985,0,0
chest_hosp/train/0/CX-0-0249.jpeg_000,1,1.3994450983508648,5,7,0.3284543713001825,5,7,1.4023768657445146e-07,5,7,5,3,0.03440845748853705,5,7
chest_hosp/train/0/CX-0-0249.jpeg_001,0,1.9940263381109755,0,0,1.0947255932193698,0,0,1.994578136025737,0,0,0,0,0.22216109904462222,0,0
chest_hosp/train/0/CX-0-0250.jpeg_000,1,1.0193977432619574,4,6,0.16175893943260566,5,7,1.1441081713914336e-05,5,7,5,3,0.016097020957504538,5,7
chest_hosp/train/0/CX-0-0250.jpeg_001,0,1.8771647367622595,1,1,0.7257536869060517,0,0,1.9951166186266018,0,0,0,0,0.22968619705968718,0,0
chest_hosp/train/0/CX-0-0251.jpeg_000,1,1.30249607372791,4,6,0.19653449273047552,4,6,1.3979731175006727e-05,5,7,5,3,0.03400685333888254,5,7
chest_hosp/train/0/CX-0-0251.jpeg_001,0,1.9774097065760081,1,1,0.7880033596736086,1,1,1.9940720777296006,0,0,0,0,0.22450774772454518,0,0
chest_hosp/train/0/CX-0-0252.jpeg_000,1,0.5450828992080605,0,0,0.27575872677217994,5,6,2.792815245733493e-08,5,7,5,3,0.024851741065660238,5,7
chest_hosp/train/0/CX-0-0252.jpeg_001,0,0.0011513305112654804,5,7,0.6161973159776619,0,1,1.994657495751965,0,0,0,0,0.23376469303945446,0,0
chest_hosp/train/0/CX-0-0253.jpeg_000,1,0.963260264367668,4,5,0.09626221928582868,5,7,1.4171461452439083e-05,5,7,5,3,0.02222684774528605,5,7
chest_hosp/train/0/CX-0-0253.jpeg_001,0,1.848835453088594,1,2,0.6362672450758365,0,0,1.9951698022251438,0,0,0,0,0.23538432454875158,0,0
chest_hosp/train/0/CX-0-0254.jpeg_000,1,0.4909764005194631,0,1,0.2553911850474615,5,7,3.0431615188897254e-06,5,7,5,3,0.021713057704248473,5,7
chest_hosp/train/0/CX-0-0254.jpeg_001,0,9.494647967434044e-05,5,6,0.42669494952755194,0,0,1.9948852972392628,0,0,0,0,0.2358382018969143,0,0
chest_hosp/train/0/CX-0-0255.jpeg_000,1,0.2739067742476897,3,4,0.1337952559101896,5,7,2.00026284336019e-06,5,7,5,3,0.04473803263068654,5,7
chest_hosp/train/0/CX-0-0255.jpeg_001,0,0.04243168221776639,2,3,0.5977135017415699,0,0,1.9944241371294384,0,0,0,0,0.23787629419025502,0,0
chest_hosp/train/0/CX-0-0256.jpeg_000,1,0.43712980184573935,2,2,0.0868320089469834,5,7,3.330693565395393e-08,5,7,5,3,0.008982612911639931,5,7
chest_hosp/train/0/CX-0-0256.jpeg_001,0,0.0030081645540218638,3,5,0.5533564097866779,0,0,1.9946063334637676,0,0,0,0,0.23545074255090703,0,0
chest_hosp/train/0/CX-0-0257.jpeg_000,1,1.3748847143720766,5,7,0.16595560754937866,5,7,1.5449310808435257e-07,5,7,5,3,0.015587471104264172,5,7
chest_hosp/train/0/CX-0-0257.jpeg_001,0,1.9907666032197313,0,0,0.879134092046282,0,0,1.9946904296866377,0,0,0,0,0.2192598259769757,0,0
chest_hosp/train/0/CX-0-0258.jpeg_000,1,0.431236551095703,1,2,0.22634951833206363,5,7,3.459072495215487e-06,5,7,5,3,0.02126926753276781,5,7
chest_hosp/train/0/CX-0-0258.jpeg_001,0,0.00358759946216769,4,5,0.5443314601566298,0,0,1.994901767933011,0,0,0,0,0.2453075288935247,0,0
chest_hosp/train/0/CX-0-0259.jpeg_000,1,1.4035149113837697,5,7,0.38781971857696496,5,7,1.3854945495328508e-06,5,7,5,3,0.02907378938855032,5,7
chest_hosp/train/0/CX-0-0259.jpeg_001,0,1.9945015070467291,0,0,1.139529512861043,0,0,1.994459461409813,0,0,0,0,0.22963636851159497,0,0
chest_hosp/train/0/CX-0-0260.jpeg_000,1,1.3172591871554309,5,7,0.20656729356842884,5,7,9.091720662990355e-06,5,7,5,3,0.017083782314050944,5,7
chest_hosp/train/0/CX-0-0260.jpeg_001,0,1.9805735652173708,0,0,0.9681813669329209,0,0,1.9950652236275908,0,0,0,0,0.24680725796287484,0,0
chest_hosp/train/0/CX-0-0261.jpeg_000,1,1.3452635446530223,5,7,0.16280072361316378,5,7,4.531312369771001e-08,5,7,5,3,0.01919043876461879,5,7
chest_hosp/train/0/CX-0-0261.jpeg_001,0,1.9859628996544705,0,0,0.869856120517948,0,0,1.9946018781761374,0,0,0,0,0.243298460993294,0,0
chest_hosp/train/0/CX-0-0262.jpeg_000,1,1.3272707405083084,5,7,0.14505316223412223,5,7,4.137786624447415e-07,5,7,5,3,0.013351935392580505,5,7
chest_hosp/train/0/CX-0-0262.jpeg_001,0,1.9825931585851793,0,0,0.8297920105946415,0,0,1.9945385365640609,0,0,0,0,0.21184527447696333,0,0
chest_hosp/train/0/CX-0-0263.jpeg_000,1,0.5415501193310974,0,0,0.26364571535730663,4,6,6.558111568244485e-06,5,7,5,3,0.01995742147943458,5,7
chest_hosp/train/0/CX-0-0263.jpeg_001,0,0.0009687053138829338,5,7,0.41503315653436,1,1,1.9950012601654017,0,0,0,0,0.23233248153518604,0,0
chest_hosp/train/0/CX-0-0264.jpeg_000,1,1.3428810547749965,5,6,0.17113752747105715,5,7,2.6446456098394577e-06,5,7,5,3,0.013188168764860841,5,7
chest_hosp/train/0/CX-0-0264.jpeg_001,0,1.9855360672925868,0,1,0.8990519794002292,0,0,1.9943924862282656,0,0,0,0,0.2307573512919766,0,0
chest_hosp/train/0/CX-0-0265.jpeg_000,1,0.057496220852748525,5,5,0.12274371880095858,5,7,8.839747111411e-06,5,7,5,3,0.020597224288736338,5,7
chest_hosp/train/0/CX-0-0265.jpeg_001,0,0.24149150332731917,0,2,0.6362595663346413,0,0,1.9941892391007152,0,0,0,0,0.22453750177604326,0,0
chest_hosp/train/0/CX-0-0266.jpeg_000,1,0.4655469150317637,1,2,0.19158297109052635,5,7,1.85636034796266e-05,5,7,5,3,0.023578535667106548,5,7
chest_hosp/train/0/CX-0-0266.jpeg_001,0,0.0009499263819822135,4,5,0.42307030980183546,0,0,1.9939841741781863,0,0,0,0,0.22162685385129466,0,0
chest_hosp/train/0/CX-0-0267.jpeg_000,1,0.518918477924651,0,0,0.1762863180328026,4,6,6.635839600033222e-08,5,7,5,3,0.023100876639995827,5,7
chest_hosp/train/0/CX-0-0267.jpeg_001,0,0.0001689408997055386,5,7,0.4077460897675078,1,1,1.994670697329525,0,0,0,0,0.2304418861325459,0,0
chest_hosp/train/0/CX-0-0268.jpeg_000,1,0.48686195557357803,0,1,0.18972977680541714,5,7,2.54813604004811e-05,5,7,5,3,0.04132154638848795,5,7
chest_hosp/train/0/CX-0-0268.jpeg_001,0,0.00017236408484133658,5,6,0.43985809412582444,0,0,1.9953463407806635,0,0,0,0,0.23784033411721794,0,0
